champion,role,duo_champion,duo_role,winrate,matches
Twisted Fate,MID,Rengar,JUNGLE,53.03,198
Twisted Fate,MID,Ekko,JUNGLE,52.92,325
Twisted Fate,MID,Jayce,JUNGLE,52.1,643
Twisted Fate,MID,Karthus,JUNGLE,52.05,73
Twisted Fate,MID,Lillia,JUNGLE,52.0,50
Twisted Fate,MID,Talon,JUNGLE,51.9,289
Twisted Fate,MID,Kha'Zix,JUNGLE,51.66,511
Twisted Fate,MID,Evelynn,JUNGLE,51.04,96
Twisted Fate,MID,Zac,JUNGLE,50.76,132
Twisted Fate,MID,Ivern,JUNGLE,50.75,67
Twitch,ADC,Seraphine,SUPPORT,59.26,108
Twitch,ADC,Zilean,SUPPORT,59.26,108
Twitch,ADC,Soraka,SUPPORT,56.52,230
Twitch,ADC,Braum,SUPPORT,55.6,500
Twitch,ADC,Taric,SUPPORT,55.36,168
Twitch,ADC,Pyke,SUPPORT,54.95,273
Twitch,ADC,Thresh,SUPPORT,53.42,365
Twitch,ADC,Lulu,SUPPORT,53.36,1818
Twitch,ADC,Rakan,SUPPORT,53.03,396
Twitch,ADC,Elise,SUPPORT,52.54,59
Twitch,ADC,Renata Glasc,SUPPORT,52.5,80
Twitch,ADC,Nami,SUPPORT,52.24,626
Twitch,ADC,Alistar,SUPPORT,50.0,202
Twitch,ADC,Bard,SUPPORT,50.0,326
Twitch,ADC,Morgana,SUPPORT,50.0,66
Twitch,ADC,Poppy,SUPPORT,50.0,74
Udyr,JUNGLE,Pantheon,SUPPORT,63.16,19
Udyr,JUNGLE,Rell,SUPPORT,62.75,51
Udyr,JUNGLE,Taric,SUPPORT,58.82,17
Udyr,JUNGLE,Sona,SUPPORT,57.34,143
Udyr,JUNGLE,Zilean,SUPPORT,55.81,43
Udyr,JUNGLE,Soraka,SUPPORT,53.85,65
Udyr,JUNGLE,Vel'Koz,SUPPORT,53.85,13
Udyr,JUNGLE,Pyke,SUPPORT,53.49,86
Udyr,JUNGLE,Nami,SUPPORT,53.14,207
Udyr,JUNGLE,Renata Glasc,SUPPORT,52.94,17
Udyr,JUNGLE,Blitzcrank,SUPPORT,52.73,55
Udyr,JUNGLE,Janna,SUPPORT,52.08,96
Udyr,JUNGLE,Thresh,SUPPORT,52.03,123
Udyr,JUNGLE,Karma,SUPPORT,51.83,164
Udyr,JUNGLE,Braum,SUPPORT,50.44,113
Udyr,JUNGLE,Elise,SUPPORT,50.0,12
Urgot,TOP,Vi,JUNGLE,65.52,58
Urgot,TOP,Lee Sin,JUNGLE,59.2,299
Urgot,TOP,Rek'Sai,JUNGLE,58.72,109
Urgot,TOP,Shaco,JUNGLE,57.69,78
Urgot,TOP,Karthus,JUNGLE,57.58,66
Urgot,TOP,Nidalee,JUNGLE,57.14,77
Urgot,TOP,Zac,JUNGLE,56.55,145
Urgot,TOP,Master Yi,JUNGLE,56.18,89
Urgot,TOP,Qiyana,JUNGLE,56.1,123
Urgot,TOP,Dr. Mundo,JUNGLE,55.41,74
Urgot,TOP,Talon,JUNGLE,54.7,117
Urgot,TOP,Ekko,JUNGLE,54.22,249
Urgot,TOP,Fiddlesticks,JUNGLE,54.1,61
Urgot,TOP,Evelynn,JUNGLE,53.52,71
Urgot,TOP,Kayn,JUNGLE,52.94,51
Urgot,TOP,Rammus,JUNGLE,52.94,34
Urgot,TOP,Zyra,JUNGLE,52.94,51
Urgot,TOP,Bel'Veth,JUNGLE,52.38,42
Urgot,TOP,Graves,JUNGLE,51.85,108
Urgot,TOP,Nocturne,JUNGLE,51.35,37
Urgot,TOP,Jayce,JUNGLE,51.16,215
Urgot,TOP,Viego,JUNGLE,51.16,346
Urgot,TOP,Rengar,JUNGLE,50.86,116
Urgot,TOP,Ivern,JUNGLE,50.85,59
Urgot,TOP,Volibear,JUNGLE,50.78,128
Urgot,TOP,Udyr,JUNGLE,50.65,77
Urgot,TOP,Diana,JUNGLE,50.64,312
Urgot,TOP,Lillia,JUNGLE,50.0,50
Varus,ADC,Taric,SUPPORT,54.63,205
Varus,ADC,Senna,SUPPORT,54.14,399
Varus,ADC,Elise,SUPPORT,53.04,247
Varus,ADC,Bard,SUPPORT,52.91,1168
Varus,ADC,Janna,SUPPORT,52.83,761
Varus,ADC,Poppy,SUPPORT,52.55,255
Varus,ADC,Soraka,SUPPORT,52.51,518
Varus,ADC,Alistar,SUPPORT,52.42,908
Varus,ADC,Rakan,SUPPORT,52.36,699
Varus,ADC,Neeko,SUPPORT,52.29,742
Varus,ADC,Nami,SUPPORT,52.21,1153
Varus,ADC,Karma,SUPPORT,52.18,1721
Varus,ADC,Vel'Koz,SUPPORT,52.02,198
Varus,ADC,Braum,SUPPORT,51.85,1267
Varus,ADC,Zilean,SUPPORT,51.31,267
Varus,ADC,Sona,SUPPORT,51.03,774
Varus,ADC,Thresh,SUPPORT,50.85,1062
Varus,ADC,Lulu,SUPPORT,50.51,891
Varus,ADC,Rell,SUPPORT,50.18,550
Varus,ADC,Blitzcrank,SUPPORT,50.0,582
Vayne,ADC,Sona,SUPPORT,58.76,274
Vayne,ADC,Rell,SUPPORT,56.73,104
Vayne,ADC,Alistar,SUPPORT,56.47,170
Vayne,ADC,Pyke,SUPPORT,54.76,168
Vayne,ADC,Neeko,SUPPORT,53.85,52
Vayne,ADC,Elise,SUPPORT,52.78,36
Vayne,ADC,Bard,SUPPORT,52.75,182
Vayne,ADC,Soraka,SUPPORT,52.74,201
Vayne,ADC,Milio,SUPPORT,51.06,282
Vayne,ADC,Senna,SUPPORT,50.96,104
Vayne,ADC,Janna,SUPPORT,50.0,294
Veigar,ADC,Zyra,SUPPORT,75.0,8
Veigar,ADC,Janna,SUPPORT,69.81,53
Veigar,ADC,Poppy,SUPPORT,68.63,51
Veigar,ADC,Pantheon,SUPPORT,68.0,25
Veigar,ADC,Renata Glasc,SUPPORT,66.67,12
Veigar,ADC,Sona,SUPPORT,65.52,87
Veigar,ADC,Morgana,SUPPORT,61.54,13
Veigar,ADC,Blitzcrank,SUPPORT,60.61,33
Veigar,ADC,Vel'Koz,SUPPORT,60.0,20
Veigar,ADC,Nami,SUPPORT,59.33,150
Veigar,ADC,Zilean,SUPPORT,58.62,29
Veigar,ADC,Alistar,SUPPORT,56.25,128
Veigar,ADC,Nautilus,SUPPORT,55.56,81
Veigar,ADC,Senna,SUPPORT,55.56,90
Veigar,ADC,Rell,SUPPORT,54.84,31
Veigar,ADC,Milio,SUPPORT,54.17,24
Veigar,ADC,Pyke,SUPPORT,53.06,49
Veigar,ADC,Karma,SUPPORT,52.86,70
Veigar,ADC,Lulu,SUPPORT,52.63,19
Veigar,ADC,Rakan,SUPPORT,50.94,53
Veigar,ADC,Leona,SUPPORT,50.85,59
Veigar,ADC,Thresh,SUPPORT,50.0,72
Veigar,MID,Karthus,JUNGLE,63.16,19
Veigar,MID,Zac,JUNGLE,61.54,65
Veigar,MID,Lillia,JUNGLE,60.0,30
Veigar,MID,Nidalee,JUNGLE,60.0,30
Veigar,MID,Ivern,JUNGLE,59.26,27
Veigar,MID,Jarvan IV,JUNGLE,57.25,131
Veigar,MID,Zed,JUNGLE,54.64,97
Veigar,MID,Kindred,JUNGLE,54.0,50
Veigar,MID,Kha'Zix,JUNGLE,53.97,189
Veigar,MID,Shaco,JUNGLE,53.85,65
Veigar,MID,Nunu & Willump,JUNGLE,52.46,61
Veigar,MID,Volibear,JUNGLE,52.44,82
Veigar,MID,Fiddlesticks,JUNGLE,52.38,21
Veigar,MID,Lee Sin,JUNGLE,52.24,201
Veigar,MID,Rengar,JUNGLE,51.96,102
Veigar,MID,Evelynn,JUNGLE,51.85,27
Veigar,MID,Talon,JUNGLE,51.46,103
Veigar,MID,Graves,JUNGLE,50.68,73
Veigar,MID,Bel'Veth,JUNGLE,50.0,42
Veigar,MID,Briar,JUNGLE,50.0,24
Veigar,MID,Nocturne,JUNGLE,50.0,50
Vel'Koz,MID,Bel'Veth,JUNGLE,78.57,14
Vel'Koz,MID,Elise,JUNGLE,72.73,22
Vel'Koz,MID,Rengar,JUNGLE,71.64,67
Vel'Koz,MID,Fiddlesticks,JUNGLE,71.43,14
Vel'Koz,MID,Xin Zhao,JUNGLE,69.23,26
Vel'Koz,MID,Zac,JUNGLE,64.0,25
Vel'Koz,MID,Skarner,JUNGLE,63.64,11
Vel'Koz,MID,Nidalee,JUNGLE,61.54,26
Vel'Koz,MID,Qiyana,JUNGLE,61.54,52
Vel'Koz,MID,Kindred,JUNGLE,59.26,27
Vel'Koz,MID,Wukong,JUNGLE,59.26,27
Vel'Koz,MID,Jarvan IV,JUNGLE,59.09,88
Vel'Koz,MID,Nocturne,JUNGLE,59.09,22
Vel'Koz,MID,Kha'Zix,JUNGLE,58.18,110
Vel'Koz,MID,Dr. Mundo,JUNGLE,58.14,43
Vel'Koz,MID,Malphite,JUNGLE,57.14,14
Vel'Koz,MID,Volibear,JUNGLE,57.14,42
Vel'Koz,MID,Graves,JUNGLE,56.41,39
Vel'Koz,MID,Ivern,JUNGLE,56.25,16
Vel'Koz,MID,Master Yi,JUNGLE,55.56,36
Vel'Koz,MID,Evelynn,JUNGLE,54.55,22
Vel'Koz,MID,Viego,JUNGLE,52.85,193
Vel'Koz,MID,Vi,JUNGLE,52.0,25
Vel'Koz,MID,Ekko,JUNGLE,50.85,59
Vel'Koz,MID,Talon,JUNGLE,50.77,65
Vel'Koz,MID,Karthus,JUNGLE,50.0,10
Vel'Koz,MID,Lee Sin,JUNGLE,50.0,76
Vel'Koz,MID,Warwick,JUNGLE,50.0,12
Vel'Koz,SUPPORT,Veigar,ADC,60.0,20
Vel'Koz,SUPPORT,Samira,ADC,59.38,32
Vel'Koz,SUPPORT,Jinx,ADC,57.14,84
Vel'Koz,SUPPORT,Kai'Sa,ADC,54.26,129
Vel'Koz,SUPPORT,Sivir,ADC,53.68,95
Vel'Koz,SUPPORT,Nilah,ADC,52.63,19
Vel'Koz,SUPPORT,Jhin,ADC,52.54,335
Vel'Koz,SUPPORT,Varus,ADC,52.02,198
Vel'Koz,SUPPORT,Caitlyn,ADC,50.59,170
Vel'Koz,SUPPORT,Tristana,ADC,50.0,34
Vex,MID,Naafiri,JUNGLE,68.29,41
Vex,MID,Ivern,JUNGLE,66.67,18
Vex,MID,Zac,JUNGLE,63.16,38
Vex,MID,Elise,JUNGLE,60.87,23
Vex,MID,Evelynn,JUNGLE,60.71,28
Vex,MID,Briar,JUNGLE,60.61,33
Vex,MID,Dr. Mundo,JUNGLE,60.53,38
Vex,MID,Shaco,JUNGLE,60.38,53
Vex,MID,Master Yi,JUNGLE,59.02,61
Vex,MID,Zed,JUNGLE,57.14,98
Vex,MID,Lee Sin,JUNGLE,56.62,272
Vex,MID,Ekko,JUNGLE,55.83,120
Vex,MID,Graves,JUNGLE,55.41,74
Vex,MID,Warwick,JUNGLE,55.0,20
Vex,MID,Kha'Zix,JUNGLE,54.88,164
Vex,MID,Xin Zhao,JUNGLE,54.17,48
Vex,MID,Jarvan IV,JUNGLE,54.14,133
Vex,MID,Qiyana,JUNGLE,53.13,96
Vex,MID,Rek'Sai,JUNGLE,52.94,68
Vex,MID,Rengar,JUNGLE,52.7,74
Vex,MID,Diana,JUNGLE,51.97,127
Vex,MID,Sylas,JUNGLE,51.92,52
Vex,MID,Wukong,JUNGLE,51.61,31
Vex,MID,Nunu & Willump,JUNGLE,51.28,39
Vex,MID,Viego,JUNGLE,51.04,335
Vex,MID,Kayn,JUNGLE,50.0,50
Vex,MID,Kindred,JUNGLE,50.0,38
Vex,MID,Volibear,JUNGLE,50.0,64
Vi,JUNGLE,Seraphine,SUPPORT,60.0,75
Vi,JUNGLE,Taric,SUPPORT,57.58,66
Vi,JUNGLE,Alistar,SUPPORT,56.02,191
Vi,JUNGLE,Janna,SUPPORT,54.81,104
Vi,JUNGLE,Poppy,SUPPORT,54.69,64
Vi,JUNGLE,Elise,SUPPORT,53.85,52
Vi,JUNGLE,Rakan,SUPPORT,53.36,238
Vi,JUNGLE,Rell,SUPPORT,52.5,120
Vi,JUNGLE,Lux,SUPPORT,51.16,43
Viego,JUNGLE,Zilean,SUPPORT,54.69,373
Viego,JUNGLE,Taric,SUPPORT,52.15,303
Viego,JUNGLE,Renata Glasc,SUPPORT,51.98,202
Viego,JUNGLE,Elise,SUPPORT,51.12,313
Viego,JUNGLE,Braum,SUPPORT,50.82,1944
Viego,JUNGLE,Neeko,SUPPORT,50.36,689
Viego,JUNGLE,Leona,SUPPORT,50.27,1112
Viktor,MID,Rammus,JUNGLE,67.31,52
Viktor,MID,Ivern,JUNGLE,63.04,92
Viktor,MID,Rek'Sai,JUNGLE,58.69,213
Viktor,MID,Sylas,JUNGLE,58.65,133
Viktor,MID,Talon,JUNGLE,56.44,264
Viktor,MID,Nidalee,JUNGLE,53.24,139
Viktor,MID,Rengar,JUNGLE,53.09,243
Viktor,MID,Qiyana,JUNGLE,51.98,252
Viktor,MID,Jarvan IV,JUNGLE,51.86,349
Viktor,MID,Lillia,JUNGLE,51.02,49
Viktor,MID,Evelynn,JUNGLE,50.77,65
Viktor,MID,Kindred,JUNGLE,50.51,99
Viktor,MID,Naafiri,JUNGLE,50.48,105
Vladimir,MID,Pantheon,JUNGLE,60.87,23
Vladimir,MID,Nidalee,JUNGLE,60.0,35
Vladimir,MID,Ivern,JUNGLE,58.93,56
Vladimir,MID,Udyr,JUNGLE,58.7,46
Vladimir,MID,Ekko,JUNGLE,57.58,165
Vladimir,MID,Zac,JUNGLE,56.58,76
Vladimir,MID,Naafiri,JUNGLE,56.52,46
Vladimir,MID,Vi,JUNGLE,56.52,46
Vladimir,MID,Volibear,JUNGLE,55.68,88
Vladimir,MID,Lillia,JUNGLE,55.56,27
Vladimir,MID,Sejuani,JUNGLE,55.17,29
Vladimir,MID,Fiddlesticks,JUNGLE,54.55,33
Vladimir,MID,Shaco,JUNGLE,54.55,77
Vladimir,MID,Rengar,JUNGLE,54.4,182
Vladimir,MID,Talon,JUNGLE,54.05,148
Vladimir,MID,Rammus,JUNGLE,53.85,26
Vladimir,MID,Master Yi,JUNGLE,53.61,97
Vladimir,MID,Qiyana,JUNGLE,52.03,123
Vladimir,MID,Graves,JUNGLE,51.61,93
Vladimir,MID,Elise,JUNGLE,51.43,35
Vladimir,MID,Malphite,JUNGLE,50.0,60
Vladimir,MID,Nunu & Willump,JUNGLE,50.0,82
Vladimir,TOP,Naafiri,JUNGLE,60.78,51
Vladimir,TOP,Nidalee,JUNGLE,59.62,52
Vladimir,TOP,Wukong,JUNGLE,58.73,63
Vladimir,TOP,Zac,JUNGLE,56.94,72
Vladimir,TOP,Dr. Mundo,JUNGLE,55.7,79
Vladimir,TOP,Shaco,JUNGLE,54.55,77
Vladimir,TOP,Elise,JUNGLE,54.29,35
Vladimir,TOP,Briar,JUNGLE,53.85,39
Vladimir,TOP,Qiyana,JUNGLE,53.33,150
Vladimir,TOP,Udyr,JUNGLE,53.33,30
Vladimir,TOP,Zed,JUNGLE,52.76,127
Vladimir,TOP,Nunu & Willump,JUNGLE,52.63,57
Vladimir,TOP,Kha'Zix,JUNGLE,52.12,236
Vladimir,TOP,Talon,JUNGLE,51.53,163
Vladimir,TOP,Rek'Sai,JUNGLE,51.49,134
Vladimir,TOP,Nocturne,JUNGLE,50.85,59
Vladimir,TOP,Sylas,JUNGLE,50.79,63
Vladimir,TOP,Jarvan IV,JUNGLE,50.78,193
Vladimir,TOP,Diana,JUNGLE,50.75,134
Vladimir,TOP,Evelynn,JUNGLE,50.0,26
Volibear,JUNGLE,Poppy,SUPPORT,59.62,52
Volibear,JUNGLE,Pyke,SUPPORT,56.65,173
Volibear,JUNGLE,Rell,SUPPORT,56.64,113
Volibear,JUNGLE,Alistar,SUPPORT,56.36,165
Volibear,JUNGLE,Sona,SUPPORT,56.27,295
Volibear,JUNGLE,Blitzcrank,SUPPORT,55.92,152
Volibear,JUNGLE,Lulu,SUPPORT,55.7,377
Volibear,JUNGLE,Taric,SUPPORT,55.0,80
Volibear,JUNGLE,Lux,SUPPORT,54.0,50
Volibear,JUNGLE,Milio,SUPPORT,53.85,221
Volibear,JUNGLE,Soraka,SUPPORT,53.29,152
Volibear,JUNGLE,Pantheon,SUPPORT,53.19,47
Volibear,JUNGLE,Braum,SUPPORT,53.16,301
Volibear,JUNGLE,Senna,SUPPORT,52.08,144
Volibear,JUNGLE,Janna,SUPPORT,51.74,288
Volibear,JUNGLE,Rakan,SUPPORT,50.62,162
Volibear,JUNGLE,Elise,SUPPORT,50.0,52
Volibear,JUNGLE,Zilean,SUPPORT,50.0,92
Volibear,TOP,Zyra,JUNGLE,70.0,30
Volibear,TOP,Zac,JUNGLE,61.05,95
Volibear,TOP,Rengar,JUNGLE,61.03,136
Volibear,TOP,Wukong,JUNGLE,59.32,59
Volibear,TOP,Ivern,JUNGLE,58.49,53
Volibear,TOP,Nidalee,JUNGLE,58.46,65
Volibear,TOP,Bel'Veth,JUNGLE,58.33,48
Volibear,TOP,Graves,JUNGLE,58.12,117
Volibear,TOP,Sejuani,JUNGLE,57.69,26
Volibear,TOP,Naafiri,JUNGLE,57.14,42
Volibear,TOP,Master Yi,JUNGLE,56.98,86
Volibear,TOP,Talon,JUNGLE,54.97,151
Volibear,TOP,Malphite,JUNGLE,52.94,51
Volibear,TOP,Kha'Zix,JUNGLE,51.8,222
Volibear,TOP,Xin Zhao,JUNGLE,51.52,66
Volibear,TOP,Karthus,JUNGLE,50.98,51
Volibear,TOP,Viego,JUNGLE,50.63,480
Volibear,TOP,Hecarim,JUNGLE,50.54,93
Volibear,TOP,Qiyana,JUNGLE,50.4,125
Volibear,TOP,Jarvan IV,JUNGLE,50.3,167
Volibear,TOP,Evelynn,JUNGLE,50.0,52
Warwick,JUNGLE,Senna,SUPPORT,63.64,22
Warwick,JUNGLE,Bard,SUPPORT,59.38,64
Warwick,JUNGLE,Pantheon,SUPPORT,58.33,12
Warwick,JUNGLE,Braum,SUPPORT,56.52,92
Warwick,JUNGLE,Zyra,SUPPORT,55.56,9
Warwick,JUNGLE,Nami,SUPPORT,55.17,116
Warwick,JUNGLE,Pyke,SUPPORT,53.85,52
Warwick,JUNGLE,Renata Glasc,SUPPORT,53.85,13
Warwick,JUNGLE,Soraka,SUPPORT,53.49,43
Warwick,JUNGLE,Rell,SUPPORT,53.33,30
Warwick,JUNGLE,Milio,SUPPORT,53.13,64
Warwick,JUNGLE,Lux,SUPPORT,52.94,17
Warwick,JUNGLE,Zilean,SUPPORT,52.63,19
Warwick,JUNGLE,Lulu,SUPPORT,52.27,88
Warwick,JUNGLE,Leona,SUPPORT,52.17,46
Warwick,JUNGLE,Thresh,SUPPORT,51.58,95
Warwick,JUNGLE,Taric,SUPPORT,50.0,10
Warwick,TOP,Nocturne,JUNGLE,71.43,21
Warwick,TOP,Zyra,JUNGLE,68.42,19
Warwick,TOP,Kindred,JUNGLE,64.71,17
Warwick,TOP,Naafiri,JUNGLE,63.64,22
Warwick,TOP,Udyr,JUNGLE,62.5,16
Warwick,TOP,Karthus,JUNGLE,60.0,25
Warwick,TOP,Nidalee,JUNGLE,58.82,34
Warwick,TOP,Shaco,JUNGLE,56.41,39
Warwick,TOP,Ekko,JUNGLE,56.25,112
Warwick,TOP,Wukong,JUNGLE,55.56,18
Warwick,TOP,Dr. Mundo,JUNGLE,54.55,44
Warwick,TOP,Talon,JUNGLE,53.66,41
Warwick,TOP,Master Yi,JUNGLE,53.57,28
Warwick,TOP,Malphite,JUNGLE,52.94,17
Warwick,TOP,Volibear,JUNGLE,52.94,34
Warwick,TOP,Lee Sin,JUNGLE,52.5,120
Warwick,TOP,Fiddlesticks,JUNGLE,52.38,21
Warwick,TOP,Diana,JUNGLE,51.85,108
Warwick,TOP,Hecarim,JUNGLE,51.16,43
Warwick,TOP,Rek'Sai,JUNGLE,51.02,49
Warwick,TOP,Jarvan IV,JUNGLE,50.59,85
Warwick,TOP,Bel'Veth,JUNGLE,50.0,12
Warwick,TOP,Kayn,JUNGLE,50.0,20
Warwick,TOP,Lillia,JUNGLE,50.0,12
Warwick,TOP,Rammus,JUNGLE,50.0,14
Warwick,TOP,Skarner,JUNGLE,50.0,10
Warwick,TOP,Sylas,JUNGLE,50.0,34
Wukong,JUNGLE,Seraphine,SUPPORT,63.33,60
Wukong,JUNGLE,Taric,SUPPORT,62.5,32
Wukong,JUNGLE,Tahm Kench,SUPPORT,60.0,20
Wukong,JUNGLE,Renata Glasc,SUPPORT,56.52,23
Wukong,JUNGLE,Zilean,SUPPORT,56.14,57
Wukong,JUNGLE,Bard,SUPPORT,55.97,159
Wukong,JUNGLE,Morgana,SUPPORT,55.88,34
Wukong,JUNGLE,Elise,SUPPORT,54.05,37
Wukong,JUNGLE,Braum,SUPPORT,51.82,220
Wukong,JUNGLE,Neeko,SUPPORT,51.61,62
Wukong,JUNGLE,Nautilus,SUPPORT,50.55,182
Wukong,JUNGLE,Leona,SUPPORT,50.46,109
Wukong,JUNGLE,Vel'Koz,SUPPORT,50.0,24
Xayah,ADC,Zilean,SUPPORT,67.5,40
Xayah,ADC,Senna,SUPPORT,60.98,41
Xayah,ADC,Morgana,SUPPORT,60.0,30
Xayah,ADC,Taric,SUPPORT,58.06,31
Xayah,ADC,Blitzcrank,SUPPORT,56.19,105
Xayah,ADC,Janna,SUPPORT,55.65,124
Xayah,ADC,Alistar,SUPPORT,54.03,124
Xayah,ADC,Lulu,SUPPORT,53.98,176
Xayah,ADC,Poppy,SUPPORT,52.78,36
Xayah,ADC,Renata Glasc,SUPPORT,52.0,25
Xayah,ADC,Thresh,SUPPORT,51.72,232
Xayah,ADC,Bard,SUPPORT,50.76,132
Xayah,ADC,Rakan,SUPPORT,50.65,851
Xayah,ADC,Neeko,SUPPORT,50.0,50
Xerath,MID,Rek'Sai,JUNGLE,58.46,130
Xerath,MID,Nidalee,JUNGLE,55.56,63
Xerath,MID,Naafiri,JUNGLE,55.0,60
Xerath,MID,Xin Zhao,JUNGLE,54.55,77
Xerath,MID,Kha'Zix,JUNGLE,54.24,295
Xerath,MID,Graves,JUNGLE,53.9,141
Xerath,MID,Evelynn,JUNGLE,53.33,45
Xerath,MID,Nocturne,JUNGLE,53.23,62
Xerath,MID,Rengar,JUNGLE,53.19,141
Xerath,MID,Lee Sin,JUNGLE,52.44,431
Xerath,MID,Shaco,JUNGLE,52.22,90
Xerath,MID,Wukong,JUNGLE,52.17,69
Xerath,MID,Bel'Veth,JUNGLE,51.79,56
Xerath,MID,Qiyana,JUNGLE,51.37,146
Xerath,MID,Sylas,JUNGLE,51.28,78
Xerath,MID,Hecarim,JUNGLE,51.22,123
Xerath,MID,Dr. Mundo,JUNGLE,51.16,86
Xerath,MID,Ekko,JUNGLE,50.83,181
Xerath,MID,Viego,JUNGLE,50.55,548
Xerath,MID,Kindred,JUNGLE,50.0,56
Xerath,MID,Rammus,JUNGLE,50.0,36
Xin Zhao,JUNGLE,Vel'Koz,SUPPORT,68.75,32
Xin Zhao,JUNGLE,Morgana,SUPPORT,68.29,41
Xin Zhao,JUNGLE,Zilean,SUPPORT,63.16,57
Xin Zhao,JUNGLE,Taric,SUPPORT,60.0,40
Xin Zhao,JUNGLE,Braum,SUPPORT,55.95,252
Xin Zhao,JUNGLE,Soraka,SUPPORT,55.05,109
Xin Zhao,JUNGLE,Pantheon,SUPPORT,53.49,43
Xin Zhao,JUNGLE,Pyke,SUPPORT,52.67,131
Xin Zhao,JUNGLE,Thresh,SUPPORT,52.63,247
Xin Zhao,JUNGLE,Bard,SUPPORT,52.15,209
Xin Zhao,JUNGLE,Neeko,SUPPORT,51.79,112
Xin Zhao,JUNGLE,Rell,SUPPORT,50.94,106
Xin Zhao,JUNGLE,Blitzcrank,SUPPORT,50.41,121
Xin Zhao,JUNGLE,Alistar,SUPPORT,50.0,136
Yasuo,ADC,Seraphine,SUPPORT,64.71,17
Yasuo,ADC,Elise,SUPPORT,63.16,19
Yasuo,ADC,Bard,SUPPORT,62.69,67
Yasuo,ADC,Poppy,SUPPORT,61.9,21
Yasuo,ADC,Senna,SUPPORT,61.76,68
Yasuo,ADC,Thresh,SUPPORT,61.04,77
Yasuo,ADC,Lulu,SUPPORT,60.19,108
Yasuo,ADC,Milio,SUPPORT,59.38,32
Yasuo,ADC,Janna,SUPPORT,58.76,177
Yasuo,ADC,Blitzcrank,SUPPORT,58.73,63
Yasuo,ADC,Zilean,SUPPORT,57.58,33
Yasuo,ADC,Maokai,SUPPORT,57.14,35
Yasuo,ADC,Taric,SUPPORT,56.72,67
Yasuo,ADC,Rakan,SUPPORT,56.65,173
Yasuo,ADC,Sona,SUPPORT,54.29,105
Yasuo,ADC,Pyke,SUPPORT,54.24,59
Yasuo,ADC,Rell,SUPPORT,53.91,115
Yasuo,ADC,Pantheon,SUPPORT,53.85,13
Yasuo,ADC,Alistar,SUPPORT,53.42,234
Yasuo,ADC,Soraka,SUPPORT,52.86,70
Yasuo,ADC,Neeko,SUPPORT,52.73,55
Yasuo,ADC,Leona,SUPPORT,50.0,30
Yasuo,ADC,Nautilus,SUPPORT,50.0,196
Yasuo,MID,Rek'Sai,JUNGLE,58.33,192
Yasuo,MID,Ivern,JUNGLE,54.17,168
Yasuo,MID,Sylas,JUNGLE,53.24,432
Yasuo,MID,Evelynn,JUNGLE,53.13,192
Yasuo,MID,Rammus,JUNGLE,52.94,68
Yasuo,MID,Shaco,JUNGLE,52.74,201
Yasuo,MID,Bel'Veth,JUNGLE,52.63,76
Yasuo,MID,Zac,JUNGLE,52.32,388
Yasuo,MID,Nidalee,JUNGLE,52.04,221
Yasuo,MID,Zed,JUNGLE,51.67,180
Yasuo,MID,Nunu & Willump,JUNGLE,51.37,255
Yasuo,MID,Wukong,JUNGLE,51.33,113
Yasuo,MID,Elise,JUNGLE,51.16,172
Yasuo,MID,Diana,JUNGLE,51.12,2371
Yasuo,MID,Rengar,JUNGLE,50.86,232
Yasuo,MID,Zyra,JUNGLE,50.36,139
Yasuo,MID,Karthus,JUNGLE,50.32,157
Yasuo,MID,Talon,JUNGLE,50.26,189
Yasuo,MID,Fiddlesticks,JUNGLE,50.0,180
Yone,MID,Vi,JUNGLE,57.41,54
Yone,MID,Nocturne,JUNGLE,55.0,40
Yone,MID,Nidalee,JUNGLE,53.96,265
Yone,MID,Zyra,JUNGLE,53.68,136
Yone,MID,Talon,JUNGLE,52.59,116
Yone,MID,Sejuani,JUNGLE,52.31,65
Yone,MID,Zac,JUNGLE,51.63,153
Yone,MID,Diana,JUNGLE,50.0,540
Yone,MID,Ivern,JUNGLE,50.0,112
Yone,MID,Qiyana,JUNGLE,50.0,86
Yone,TOP,Ivern,JUNGLE,56.9,58
Yone,TOP,Volibear,JUNGLE,54.76,84
Yone,TOP,Zed,JUNGLE,52.85,123
Yone,TOP,Zyra,JUNGLE,52.27,44
Yone,TOP,Rek'Sai,JUNGLE,52.17,115
Yone,TOP,Kindred,JUNGLE,51.72,58
Yone,TOP,Sylas,JUNGLE,51.38,109
Yone,TOP,Lillia,JUNGLE,50.98,51
Yone,TOP,Kha'Zix,JUNGLE,50.9,222
Yone,TOP,Karthus,JUNGLE,50.88,57
Yone,TOP,Lee Sin,JUNGLE,50.59,338
Yone,TOP,Elise,JUNGLE,50.0,66
Yone,TOP,Udyr,JUNGLE,50.0,40
Yorick,TOP,Kindred,JUNGLE,57.14,35
Yorick,TOP,Elise,JUNGLE,55.81,43
Yorick,TOP,Zyra,JUNGLE,54.05,37
Yorick,TOP,Volibear,JUNGLE,53.85,78
Yorick,TOP,Rengar,JUNGLE,53.33,75
Yorick,TOP,Karthus,JUNGLE,52.94,51
Yorick,TOP,Master Yi,JUNGLE,52.17,69
Yorick,TOP,Zed,JUNGLE,51.22,82
Yorick,TOP,Rek'Sai,JUNGLE,50.67,75
